CCE ID,Description
CCE-28119-6,Apache's configuration directory should be owned by the appropriate user.
CCE-28069-3,Apache's configuration directory should be owned by the appropriate group.
CCE-28006-5,The Unix permissions of Apache's /bin directory should be configred appropriately
CCE-27742-6,Apache's /bin directory should be owned by the appropriate user.
CCE-27914-1,Apache's /bin directory should be owned by the appropriate group.
CCE-28046-1,The Unix permissions of Apache's /logs directory should be configred appropriately
CCE-28126-1,Apache's /logs directory should be owned by the appropriate user.
CCE-27979-4,Apache's /logs directory should be owned by the appropriate group.
CCE-27643-6,The Unix permissions of Apache's /htdocs directory should be configred appropriately
CCE-28035-4,Apache's /htdocs directory should be owned by the appropriate user.
CCE-27984-4,Apache's /htdocs directory should be owned by the appropriate group.
CCE-28115-4,The Unix permissions of Apache's /cgi-bin directory should be configred appropriately
CCE-28068-5,Apache's /cgi-bin directory should be owned by the appropriate user.
CCE-28030-5,Apache's /cgi-bin directory should be owned by the appropriate group.
CCE-28044-6,The Apache site's robots.txt should be configured to disallow paths and files as appropriate.
CCE-28137-8,Apache's ssl_module should be enabled or disabled as appropriate.
CCE-28104-8,The Apache SSLProtocol directive should be configured appropriately.
CCE-27980-2,The Apache SSLEngine directive should be configured appropriately.
CCE-27821-8,The Apache "ServerTokens" directive should be configured appropriately.
CCE-27835-8,All Apache's online manual should be available or removed as appropriate.
CCE-28034-7,Apache's demo CGI printenv.pl should be available or removed as appropriate
CCE-28010-7,The Apache access log file data should be configured to contain the appropriate data elements.
CCE-28143-6,The Apache "Timeout" directive should be configured appropriately.
CCE-27148-6,The Apache "KeepAlive" directive should be configured appropriately.
CCE-27938-0,The Apache "KeepAliveTimeout" directive should be configured appropriately.
CCE-27479-5,The Apache "StartServers" directive should be configured appropriately.
CCE-27989-3,The Apache "MinSpareServers" directive should be configured appropriately.
CCE-28133-7,The Apache "MaxSpareServers" directive should be configured appropriately.
CCE-27188-2,The Apache "MaxClients" directive should be configured appropriately.
CCE-28066-9,The Apache "FollowSymLinks" setting for all "Options" directives should be configured appropriately.
CCE-28183-2,The Apache "Includes" setting for all "Options" directives should be configured appropriately.
CCE-28101-4,The Apache "IncludesNoExec" setting for all "Options" directives should be configured appropriately.
CCE-28100-6,The Apache "MultiViews" setting for all "Options" directives should be configured appropriately.
CCE-27737-6,The Apache "Indexes" setting for all "Options" directives should be configured appropriately.
CCE-28089-1,The Apache "LimitRequestBody" directive should be configured appropriately.
CCE-27646-9,The Apache "LimitRequestFields" directive should be configured appropriately
CCE-27907-5,The Apache "LimitRequestFieldSizeBody" directive should be configured appropriately.
CCE-28106-3,The Apache "LimitRequestline" directive should be configured appropriatley.
CCE-27847-3,The path for Apache sites error log files should be configured appropriately.
CCE-27798-8,The Apache system logging should be configured appropriately.
CCE-27814-3,The Apache "LogLevel" directive should be configured appropriately.
CCE-27207-0,Web Distributed Authoring and Versioning (WebDav) dav_module should be enabled or disabled as appropriate.
CCE-27946-3,Web Distributed Authoring and Versioning (WebDav) dav_fs_module should be enabled or disabled as appropriate.
CCE-28200-4,Apache's info_module should be enabled or disabled as appropriate.
CCE-27789-7,Apache's status_module should be enabled or disabled as appropriate.
CCE-28182-4,Apache's proxy_module should be enabled or disabled as appropriate.
CCE-28075-0,Apache's proxy_ftp_module should be enabled or disabled as appropriate.
CCE-27846-5,Apache's proxy_http_module should be enabled or disabled as appropriate.
CCE-28067-7,Apache's proxy_connect_module should be enabled or disabled as appropriate.
CCE-27827-5,User-specific directories should be enabled or disabled as appropriate.
CCE-28120-4,Apache's process ID (PID) file's Unix permissions should be configured appropriately. 
CCE-28038-8,Apache's process ID (PID) file should be owned by the appropriate user.
CCE-27670-9,Apache's process ID (PID) file should be owned by the appropriate group.
CCE-27999-2,Apache's Scoreboard file's Unix permissions should be configured appropriately.
CCE-27715-2,Apache's scoreboard file should be owned by the appropriate user.
CCE-27606-3,Apache's scoreboard (PID) file should be owned by the appropriate group.
CCE-28102-2,The Order directive for the OS root should be configured appropriately.
CCE-27572-7,The Allow Directive for the OS root should be configured appropriately
CCE-27853-1,The Deny Directive for the OS root should be configured appropriately
CCE-27982-8,The Apache "ExecCGI" setting for all "Options" directives for the OS root should be configured appropriately.
CCE-28113-9,The Apache "FollowSymLinks" setting for all "Options" directives for the OS root should be configured appropriately.
CCE-28064-4,The Apache "Includes" setting for all "Options" directives for the OS root should be configured appropriately.
CCE-28037-0,The Apache "IncludesNoExec" setting for all "Options" directives for the OS root should be configured appropriately.
CCE-27762-4,The Apache "Indexes" setting for all "Options" directives for the OS root should be configured appropriately.
CCE-28206-1,The Apache "MultiViews" setting for all "Options" directives for the OS root should be configured appropriately.
CCE-27769-9,The Apache "SymLinksIfOwnerMatch" setting for all "Options" directives for the OS root should be configured appropriately.
CCE-27748-3,The Apache "TraceEnable" directive should be configured appropriatley.
CCE-28152-7,Apache's listening IP address should be configured appropriately.
CCE-27419-1,Apache's listening port should be configured appropriately.
CCE-28163-4,The ScriptAlias for the specified directory should be configured appropriately.
CCE-28111-3,Automatic directory indexing should be enabled or disabled as appropriate.
CCE-28070-1,The Apache AllowOverride Directive should be configured appropriately for operating system root directories.
CCE-28091-7,Permitted HTTP request methods should be configured appropriately.
CCE-28033-9,Anonymous sharing of Apache's web content directories should be configured appropriately.
CCE-28007-3,The maximum password age setting for Apache's service account should be configured appropriately.
CCE-27628-7,Access to Apache's httpd.conf file should be configured appropriately.
CCE-27412-6,The Windows permissions for all files specified by CustomLog directives should be configured appropriately
CCE-28042-0,The Windows permissions for all files specified by ErrorLog directives should be configured appropriately
CCE-27990-1,The Windows permissions of Apache's htpasswd.exe file(s) should be configured appropriately.
CCE-28114-7,The Windows permissions for all directories specified by ScriptAlias directives should be configured appropriately.
CCE-27605-5,The Windows permissions for all directories specified by ScriptAliasMatch directives should be configured appropriately.
CCE-27226-0,The Windows permissions for all directories specified by DocumentRoot directives should be configured appropriately.
CCE-27575-0,The Windows permissions for all directories specified by Alias directives should be configured appropriately.
CCE-28134-5,The Windows permissions for all directories specified by ServerRoot directives should be configred appropriately
CCE-27271-6,The Windows permissions of Apache's /config directory should be configred appropriately
CCE-28147-7,The Windows permissions of Apache's /bin directory should be configred appropriately
CCE-28005-7,The Windows permissions of Apache's /logs directory should be configred appropriately
CCE-28188-1,The Windows permissions of Apache's /htdocs directory should be configred appropriately
CCE-28195-6,The requried permssions for the file %SystemRoot%\System32\wscript.exe should be assigned.
CCE-28056-0,The required permissions for the file %SystemRoot%\System32\cscript.exe should be assigned
CCE-27816-8,The Apache web server be run with the appropriate privileges.
CCE-27732-7,Apache's process ID (PID) file's Windows permissions should be configured appropriately. 
